Time_submitted,Review,Rating,Total_thumbsup
7/8/2022 15:39,"Laggy, not as good as it was previous versions. I'm not a fan of the new changes, plus it won't let access songs when I'm offline, when half the time I'm just on cellular. Edit: still having the same problems since may 2022...why have none of the updates fixed these basic problems? I've mostly switched to a different podcast player, but still looking for a good alternative music player.",2,1
7/8/2022 15:39,"Updated rating 7/8/22: the app has become unreliable. Podcasts stop for no apparent reason, especially when screen becomes idle. I installed the app on a different phone with a bigger memory, but this app still stops. Fix your damn app, Spotify.",1,1
7/8/2022 15:38,Excellent app - can find almost anything,5,0
7/8/2022 15:36,"It's a great app for listening music, I have playlists I've made as profile Cheetah345 with probably thousands of songs. I have few complaints other than the fact that premium is just expensive enough that as a teenager with not much income I can't afford to spend that much. Unfortunately you are pushing a political agenda with ads that I am sick of. Every time I listen anymore every single ad is for pro gay junk. I don't want ads for that. It's gotten so bad I can't even use this app anymore",3,11
7/8/2022 15:35,I build lists of the music I love and explore new music without limits. This is my best music buy in years.,5,0
7/8/2022 15:33,Me and my daughter love Spotify it's one of our most used apps,5,0
7/8/2022 15:33,I really like this app I can find music I haven't heard in decades man I can listen for hours thanks for having a damn good app,5,0
7/8/2022 15:31,"Play bat keeps disappearing. can't pause/play or change the song. Sometimes it won't even play a song after selecting it multiple times. Constantly freezing, can't even pause with my headphones when that happens. I have to completely close the app and restart it for it to start working.",1,0
7/8/2022 15:27,Such a rubbish app lots of advertisements i m going to uninstall this app ..,1,0
7/8/2022 15:25,Just had to sit through 6 adds straight as a free user only to it to play a completely different song than the one I clicked on.,1,0
7/8/2022 15:25,This app is a god damn mess. I pay for glinches apparently.,1,1
7/8/2022 15:24,It's not even starting. it only shows the spotify logo. Am I only suppose to see logo in this app??,1,0
7/8/2022 15:16,Just recently started to randomly stop playing music or podcasts. Would have to go back into app to press play again.,5,0
7/8/2022 15:16,Every time i want to listen to my fave songs i can listen to a few but after like 5 songs it changes to a totally other song,3,0
7/8/2022 15:12,When are they going to fix the broken dowload/offline working of spotify.,3,0
7/8/2022 15:09,Great 👍 and I look forward to your new drama and the great news 😀 👍 😄 😊 🙌,5,0
7/8/2022 15:04,"I found this app was intresting. Easy to use... Urge to improve: I use lyrics as full screen, then i switched on another app. When songs changed, i switched back. Lyrics's screen turn to error, keep showing prev lyric.",4,0
7/8/2022 15:04,Could not function with my music! Great app,5,0
7/8/2022 15:02,Best music streaming app ever! 👌👏,5,0
7/8/2022 14:59,Great app brilliant music the best,5,0
7/8/2022 14:58,Its a very nice app...with interesting songs🥰🥰just try it,5,0
7/8/2022 14:57,I'm new to this Spotify and I really like it,5,0
7/8/2022 14:57,Always there are bugs and glitches it always exit the app when I lock my screen,1,0
7/8/2022 14:57,Other music apps have an offline feature where it allows you to download some certain music for free but it's otherwise here .,3,0
7/8/2022 14:55,SPC 3008roblox Yes we can do that for you and the family have car Roblox I have to be in touch with you to see what you look and see what I have a few questions about your free time to get a new phone and I will be there in touch to let you can get a hold of the sky is not a good,5,0
7/8/2022 14:53,Works great. And actually helps me find new artist,5,0
7/8/2022 14:52,"The latest update ruined it. Crashes, controls disappear, won't switch to online after offline, and more.",2,0
7/8/2022 14:52,I love Spotify. I can find anytjing I want to liaten to. They have any genre I want or if I want a podcast they have it!,5,0
7/8/2022 14:49,The App is amazing but the newest update has been quite Annoying. When I'm trying to play my playlist it always goes to some recommended songs which I can't skip.,2,0
7/8/2022 14:48,"I love this app, but if feels like it will never improve... sometimes it just glitches and refuses to play and you have to exist and enter again... if you try to listen at the same time with friends there's a delay between when you hear the song and they do... even to this day they haven't brought listening activity to mobile... like just have it as a tab that you can open if you want to... there are so many things they could add, but they just don't... such a shame...",3,1
7/8/2022 14:47,Very good app all genres and era of music Gave 4 stars not that there is an issue just that there is always room for some unknown improvement,4,0
7/8/2022 14:47,Omg 😍😍my fav app ever. It has really good quality💋🥂,5,0
7/8/2022 14:44,"Clearly, this is an amazing app qith the best quality, the only thing i dont pike is that they dont offer all songs, but mist every app has this situation or maybe a worse one. So please, go ditch ur pandora and join spotify, it ia so worth it.",5,0
7/8/2022 14:42,I have lost the ability to pause and skip songs on the app.,2,0
7/8/2022 14:39,My favorite app for music 100%,5,0
7/8/2022 14:33,Been using it for years. Never had any problems. Pretty good library.,5,0
7/8/2022 14:28,I really love to listen to my music I love,5,0
7/8/2022 14:28,I enjoy every music from Spotify,5,0
7/8/2022 14:28,Does the touch of my hand work? I can't change the song? An annoying app.,1,0
7/8/2022 14:27,Great app find all songs i like and new ones but tired of being double charged for the premium package about to uninstall,3,0
7/8/2022 14:26,"It's a very good app for music...loved it a lot.. but today when I'm trying to open the app it's not working even after reinstallation, it's still not opening. Please fix the glitch",3,1
7/8/2022 14:24,this is fantastic app for old and newsing for singing,5,0
7/8/2022 14:22,The 'What's playing' facility has disappeared. The most basic feature - gone. Not good enough.,1,1
7/8/2022 14:19,"I love your music ..thank you so much for sharing this ,great job..",5,0
7/8/2022 14:12,Excellent music app,5,0
7/8/2022 14:10,Works but feels rough and clitchy. Unbelievable that such a big brand like Spotify cannot make an app thats well intrgrated with a premium android device. This should be a AAA title. I'm using GalaxyS20 and constantly have issues with simple stuff. Like pausing the music or controlling the app through galaxyBuds. Often freezes and music stays playing in the background with no way of turning it off other than hard closing the app. AndoidAuto experience is even worse.,2,1
7/8/2022 14:06,"Thanks for dumping all my downloads without even telling me! Appreciate that! I also love how when I don't have cellular reception, you won't let me play the podcasts that I already downloaded. I also love how as time goes on the more glitchy and unreliable the app becomes. Thanks for letting me down, Spotify!",1,0
7/8/2022 14:05,Not happy with the hey Spotify thing. I don't like it taking away my control while I'm in a vehicle.....or maybe this is just a bug.,2,0
7/8/2022 14:03,Logedin on my family premium plane to listen to music on plan flight and loged out wen u landed and I now just can't get in I have uninstalled it 3 times and it won't work,2,1
7/8/2022 13:58,Lots of good music but lots of adds,4,0
7/8/2022 13:53,Continually riddled with issues. Currently it will just quit playing on me. It does not seem like Spotify truly cares about customers through my experience I have continually felt ignored in that the issues are generally left unresolved for an excessive amount of time... Awesome to know it wasn't just my device because I just upgraded to the s22 ultra and the issues are still here with liked song filters like I've complained about for months,1,592
7/8/2022 13:53,"The music options are great, podcasts are great, but functionally it doesn't work half the time. You play a song and there is a bug that causes the app not to show the pause and play buttons. They don't reappear until I restart my phone. Have to force close the app to stop playing anything. Can't skip any songs. Really an app breaking bug.",2,0
7/8/2022 13:51,Better than the other satellite radio station offered. I like that you can customize your music. I have the premium subscription with no advertising great option.-,5,0
7/8/2022 13:51,"This app is great, if you are reading this you definitely need to download it",5,0
7/8/2022 13:50,Still garbage. If I wasn't so deep into creating my library using Spotify I would use a different app. Constantly have to redownload everything for absolutely no discernable reason. App closed and reopened? Guess you're downloading your entire library for the third time this week.,1,7
7/8/2022 13:48,"I prefer free coz it always drive me crazy when i m choosing e wallet payment methode, gopay or telkomsel, all the same...",2,0
7/8/2022 13:43,"I'm giving this two stars for no other reason that Spotify intentionally screws over desktop users by denying them important features which are ONLY on the app. Why can't I block artists on desktop? Why force me to use the app? I'd use it anyway, but making me HAVE to is just kinda butts.",2,0
7/8/2022 13:41,I pay money for this every month and it is garbage. I've loved Spotify for years. Now they can't get it right. I'm seriously about to end my subscription and switch.,1,0
7/8/2022 13:38,"This is mony app no install this app, wink is best and gana is best app😒😒",1,0
7/8/2022 13:32,doesn't go past the loading page,1,0
7/8/2022 13:24,The free trial is great and when thats over there are only a few adds that x o me between you are your music.😁😊👌🤌🤟👍,4,0
7/8/2022 13:19,"WOW MANY SONG DJ, ROCK,ROMANTIC, WOW THIS IS SO SUPER APP",5,0
7/8/2022 13:19,"I've been using YouTube Music for 3 years but a few days ago I bought Spotify premium edition to see which one is better, To be honest Spotify has better playlists so it's a better app to find your new songs that you like but YouTube Music has a part that mixes songs for you but it changes every week so I think it's not good as Spotify is, But to be honest again YouTube Music has a better design for its app and if you won't spend money for Music application YouTube music's free edition is better",4,0
7/8/2022 13:18,"Worst audio quality in the market. It's more a social network, if you really like music this is not your app.",1,0
7/8/2022 13:16,Everything's fine about Spotify but the shuffle option often repeats tracks. Please improve shuffle option,4,0
7/8/2022 13:13,Very poor when offline,1,0
7/8/2022 13:12,"This app is the best music app I have ever seen but there are some covers which are not here like ""Sure thing"" by BLACKPINK and ""Clarity"" by Jisoo...Pls update those in the app...other then this everything is awesome ❤️❤️❤️",5,0
7/8/2022 13:08,I used this and it was the best app for music,5,0
7/8/2022 13:04,Crashes on android everytime I go full screen. I thought this was a mature app? Where is quality control?,3,0
7/8/2022 13:03,"App is terrible. It always errors out, crashes, fails to display a toggle bar for whatever you are listening to in order to pause or skip ahead. How can such a big company have such an awful platform.",1,0
7/8/2022 12:58,It's easy to safe and play my favorite tunes. I have been able to hear and save everything that I requested to listen to.,5,0
7/8/2022 12:58,App is good but had lot of trouble logging in once logged out,3,0
7/8/2022 12:57,I've been using Spotify since I first started using a phone. I can bear with the ads and everything but for some reason recently the music would just stop when I went to other apps and I'd have to start the song from the beginning again. It happened a couple times and I thought that it's okay but it's been happening so much recently its really getting on my nerves,3,0
7/8/2022 12:54,Ads are more I am not interested in this app i am deleting it,1,0
7/8/2022 12:53,Love using Spotify for whatever I like to listen to. Everything about it is AMAZING!! NO faults.,5,0
7/8/2022 12:49,Spotify continues to surprise me with the depth of music available - always uplifts my day!,5,0
7/8/2022 12:43,"Love the app, have had it for years, but I just got a new phone (Galaxy S22), and since then when I use Spotify, my queue doesn't pop up when I start listening, I can't pause or go back and forward in any podcast or song/playlist. Obviously this is annoying if you want to check how long is left on a podcast or song, or missed something that was said now can't hear again without starting over, or worse needing to pause for a variety of reasons. Please fix",3,5
7/8/2022 12:34,User friendly and makes good suggestions,5,0
7/8/2022 12:29,"Highly Recommended. Mostly all the songs available, but, I wish there was some sort of thing in which we could request the songs we wanted to have but, overall it's actually way more better than any other music streaming app I've ever used. The ads are just a misconception. The ads are never TOO MUCH or back to back. They come occasionally which I guess is pretty tolerable for anyone who's not using the premium. Keep up with the good job.",5,0
7/8/2022 12:28,Easy to use able to find the music I enjoy,5,0
7/8/2022 12:28,"The app will not even open anymore. I logged out and since then it stays at the loading screen. I've tried reinstalling the app, restarting my phone, even tried waiting it out. Nothing. Just a big logo that never goes away.",1,11
7/8/2022 12:26,Good application for listening music and podcast,5,0
7/8/2022 12:23,"It's a fun app, lots of diversity options.",5,0
7/8/2022 12:17,"I am seriously considering looking for another music streaming aap. For weeks player keeps vanishing. Can't control this aap, pause or stop playing. It's not free application. This is ridiculous.",1,0
7/8/2022 12:06,This is a very good service for laptops and desktops but the new updates are totally ruining the experience for mobile users and making it horrible. There used to be a kebab menu (three dots) icon whenever you searched a song which allowed you to add it to a playlist directly. Now you must play the song before adding it to a playlist because the three dots disappeared. Also mobile users don't have the option of rearranging the songs on a playlist. Please resolve these issues ASAP.,3,0
7/8/2022 11:59,Compare as ganna Spotify is 10000%best i really love it !! Best app,5,0
7/8/2022 11:56,Just let me view the creators songs not recommended songs. It's so annoying.,3,0
7/8/2022 11:56,"An offline version should be developed, Meanwhile the app is nice,appreciated.",2,0
7/8/2022 11:48,There is a 30 second advertisement after each song and it is very irritating.,2,0
7/8/2022 11:48,Cut the ads Good ...........🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺,1,0
7/8/2022 11:45,"WAYYY to restricting! This app annoys me because its literally Forcing me to buy premium. I shuffle in my playlist and it plays a completely different song i havent put in my playlist Its so annoying that i have to shuffle in order to get the song i want to play cause if i click a song, it doesn't even play it. I dont even get the song i wanna play! I only get 6 skips per hour and the updates they make are a HUGGEEE downgrade. Im done with this app.",1,0
7/8/2022 11:43,"I only really use this app for podcasts. I still don't understand why it will stop my current episode and then go to a random one. It's very annoying, happens daily.",2,0
7/8/2022 11:43,"Need a mental piece of mind but this app would let me. The ads are pretty annoying, talks about Spotify premium all the time like I would purchase. If I did then it will be over my dead body. Deleting the app. Sayonara #crapapp",1,0
7/8/2022 11:41,The suggestion according to my mood is amazing.,4,0
7/8/2022 11:40,It did work at first then after a bit it started to play up I tryed unstalling it and installing it again and again and it still wouldn't work I really enjoy the app its just playing up so I just stoped using it,3,0
7/8/2022 11:37,Best streaming online music app.,5,0
7/8/2022 11:37,I don't know if a bug or not u can open the app but just the logo that u can see I bin waiting for hours bat I can go to the app,1,0
7/8/2022 11:34,"Queue does not work, it seems it only queues the last song you added to the queue.",3,0
7/8/2022 11:30,Recently the app just seems to randomly stop and start playback. Often I have to restart the app because none of the playback tools work (it seems to be stuck on playing something) and this playback continues across everything else.,3,0
7/8/2022 11:14,this app is useless! so many times listening a podcasts and suddenly stopped and can't play it back until restart my phone and so many other issues that u don't expect from a company that big shame on you spotify really.,1,0
7/8/2022 11:14,It gives me a different song instead of playing what I wanted.,2,0
7/8/2022 11:08,This app sucks bcs the bug pls fix it when i tried to play something but the song is wrong,1,0
7/8/2022 11:08,Application isn't working with wifi,3,0
7/8/2022 11:08,"I Just Love this app!! It is the absolute 💯 best music streaming service!! It allows you to create your own Playlist and will make one for you according to your taste. And has all the oldies, 80's, 90's and many Genres of music. Let's you get up close with the artist without all these hidden fees and Agenda!! And absolutely no commercials which makes me extremely happy!! Now if we could stream our favorite artist on tour or in concert and be able to see and listen live in our homes.😁😁",5,0
7/8/2022 11:05,Love Spotify it's the best,5,0
7/8/2022 11:04,"broken app, no more 30 mins of uninterrupted listening",3,0
7/8/2022 11:03,"I hate that i can't listen to what I want. I can't choose a song, and I have to wait and listen to the whole playlist to hear song i want. I also hate limited skips and how Spotify itself puts songs on my playlists. The sound quality is really good but you have to fix somethings",3,0
7/8/2022 11:03,ads more than songs,1,0
7/8/2022 11:02,Its a good app for music but the ads 😅 they are very annoying 😡 but I just bought a premium membership just a request give download option for free users,4,0
7/8/2022 11:01,Really a superb app but i give only 3 stars because there are one advertisement at a single song.so kindly avoid it,3,0
7/8/2022 10:56,"it always playing a few songs and 3 ads, and I don't know why",5,0
7/8/2022 10:51,Awesome experience on Spotify!,5,0
7/8/2022 10:45,Add ability to better control volume when playing to Alexa speaker groups with multiple echos devices. Stop paying for Joe Rogans misinformation.,2,3
7/8/2022 10:44,Good until you plays the song I didn't like. Can't even switch to other song.,1,0
7/8/2022 10:44,i just downloaded and it's stuck on the screen with the logo. fix this please! I haven't even logged on :'(,1,0
7/8/2022 10:44,"Love the app, always have. However, it's been nothing but issues recently. The ""now playing"" info doesn't show. So I can't pause or skip music. It also stops randomly and I have to close the app and go back in and press play again to start over the playlist since I can't just continue with no ""now playing"" bar.",3,0
7/8/2022 10:38,This update is horrible when i play the music i want it puts a random song please remove this update and make people listen music in peace!,1,0
7/8/2022 10:36,Excellent app for music lovers,5,0
7/8/2022 10:22,I open the app just wont load so I can login why is that ?,1,0
7/8/2022 10:17,"I am a paid subscriber and have been using Android OS for >12 years; I know all the tricks. I cannot control the app or terminate a group session - none of the controls are working, even after stopping it from the OS app manager, clearing cache and data, and re-signing in. Unacceptable for a paid app.",2,0
7/8/2022 10:15,Overall the app is pretty good except that its a bit confusing on a phone rather than on a laptop. I also don't like how on a phone you can't choose what song you want to play from your playlist and you only get to hear a snippet of the song. Please change this because it comes to a very big disadvantage for people who do not wish to purchase premium.,3,3
7/8/2022 10:13,"Hi there, I have uninstall this app in my handphone and i have check play store there is also no spotify app in my account.. Why do i still have to pay for the subscription fees? Able to assist please. Thank you.",1,0
7/8/2022 10:11,Best music app so far. I am a premium customer.,5,0
7/8/2022 10:08,"After the update, Spotify doesn't load. It is stuck on the logo. I hope there is an immediate response regarding this issue. Thank you.",2,0
7/8/2022 10:05,I love Spotify! I use this app everyday!🥰,5,0
7/8/2022 10:02,I'LL FU KING DONT UNDERSTAND HIW TO USE SPOTIFY NOW!!!!I LIKE THE OLD ONE.WHY U CHANGE IT? DONT DOWNLOAD GUYS..IF I CAN GIVE ZERO STAR I WILL GIVE ZERO STAR!!!!!!I HATE THISS PLEASE CHANCE IT BACK BC WHEN I WANT TO PLAY THE MUSIC..NOT THE MUSIC WILL COME OUT!!!! I LOVE SONG AND I HATE SPOTIFY FOR NOW,1,0
7/8/2022 10:02,Bad due to ads at sevral time,1,0
7/8/2022 9:58,Too too too much ads.,1,0
7/8/2022 9:56,Whenever I hear an ad on Spotify I vow I will never use that product,2,0
7/8/2022 9:56,"Absolutely excellent,I love it. It's j my acception.",5,0
7/8/2022 9:52,Love it. You guys have built an excellent app. Moving music with new microultrasoundlowfreq waves would the next. Tesla would be proudly your sponsor. Congrats,5,0
7/8/2022 9:50,"Good, Superb & Excellent music app",5,0
7/8/2022 9:50,"Can't listen to songs offline, you need premium, other then that it's good.",1,0
7/8/2022 9:49,Same songs keep repeating,3,0
7/8/2022 9:46,Spotify music app is very useful to attract people makes them for relation and happy. 🎤🎻🎹🎧🇨🇳🧧👘🐉,5,0
7/8/2022 9:40,Normally would've given this app 5 stars but I didn't because of the following reason: -Apps are supposed to be better than the web version but not with this app. The shuffle option is very frustrating to deal with when you just want to listen to one song on mobile. You'll have to go through multiple songs just to listen to the one song you wanted to listen to. What doesn't make sense is why I don't have this issue on my tablet but I do on my phone. Can't loop either. Please fix this issue.,3,2
7/8/2022 9:40,"Easier to use than Pandora for sure, the skip limit on here is bigger too",4,0
7/8/2022 9:37,I have downloaded this app about three times now and I can just log in or sign up..it keeps telling me am offline or try again even though I have strong network connection... This is not good at all,1,0
7/8/2022 9:29,Randomly stops playing and doesn't show the controls at the top bar. Very glitchy in the last year,3,2
7/8/2022 9:27,"Hello I'm currently having an issue where I couldn't log into my spotify. I don't even know what the problem is but the screen become all black whenever I open the Spotify app. I enjoy using Spotify so much and I open it everyday. I even subscribe to the premium plan. However, now I cannot use this Spotify and I chose to use the Lite version. PLEASE fix this problem for me :'(",2,0
7/8/2022 9:26,Awesome love the app and enjoy the playlists,5,0
7/8/2022 9:25,"Nice apps, but too expensive to get the premium",4,0
7/8/2022 9:19,Extremely glitchy and buggy. Never had an inuse intil last week. will not let me pause music go forward to the next song fast forward rewind and will will not open the media player. I have no control. Debating switching to Apple music,1,0
7/8/2022 9:15,Very easy interface and not glitchy at all work great in old device but the musics dont have high bass. at some point there is no bass at where it should be other than great app,5,0
7/8/2022 9:12,"1 minute ad after every 2 songs (sometimes even 1 song) it's unacceptable! To be specific, 2 Disney+ ads, each of 30 seconds. And it's July, stop putting Christmas songs in Daily Mixes! What's wrong with you people?!? 🙄",1,0
7/8/2022 9:06,This app aint working on my phone i redownloaded the app but still broken Idk what happened,1,0
7/8/2022 9:00,Love the app Like my choices to listening to my favorites,4,0
7/8/2022 8:59,THIS IS THE BEST STREAMING APP EVER tho before when I downloaded Spotify and I played a song it plays another song it was actually dumb Which made me move to yt but I came back again and it was gone :D so mabey this problem still exists for others so I would recommend trying to fix that,4,0
7/8/2022 8:50,This app has gone from good to worse I listen to one song and I get 5 to 6 advertisements at a time it's ridiculous nobody should download this app anymore,1,0
7/8/2022 8:45,"it was good, but i think spotify duo package is kinda useless, well i meant the terms to lived in the same house kinda stupid for duo, well of course it make sense for family but duo? not every couple lived or always lived in the same house.",4,0
7/8/2022 8:41,One of the best app to listen to music And personally I have listings to ads inbetween :),5,0
7/8/2022 8:40,It's not opening up I have tried many times some days ago when I used to search for a song it would show no network but my network was all fine 😞 then I reinstalled the app but now it's not opening up at all it used to work all perfect but now don't know what happened pls ans me ??????,1,1
7/8/2022 8:40,You cant so alot on ur phone i was trying to listen to my favorites and it wouldnt let me u can also not go back to the previous song,2,0
7/8/2022 8:36,"Pathetic experience !!!!! I uninstalled this app after 1 or 2 weeks only.. you can't even play the music of your own choice, and you cannot even change the music when u want! I mean wth???! They charge for everything... You have to pay for everything , huh, Lol... There are easy and free alternatives, i mean why would we use this app and pay for it...",1,0
7/8/2022 8:30,What's there to not love about Spotify?,5,0
7/8/2022 8:29,"Hello! I am 50 years young, and I came from a very poor family background, grew up in the country, so we, (of course),...didn't have the money to just go out and buy new technology like some people. (70s-80s), That being said, ....anyone that can relate to this review?,....,probably had to save their allowance for a couple of weeks to go buy vynl records....etc.BOTTOM LINE!...Spotify on any smartphone beats! The old vynl when you couldn't afford to do that and keep your music too! THANKS!",5,0
7/8/2022 8:28,Thank goodness for Spotify.,5,0
7/8/2022 8:22,Excellent condition and very good apps,5,0
7/8/2022 8:20,i cant open my spotify it only shows the logo once i click the app. it's almost a week now i hope this will get fixed,1,1
7/8/2022 8:20,Easy to navigate & share between devices. But it doesn't always play videos,4,0
7/8/2022 8:19,This app is really good but sometimes there are not lyrics :(,4,0
7/8/2022 8:13,Latest version has major issues on pixel 6. Now playing no longer works only way to stop is to force close the app. Virtually unusable. How can I roll back?,1,0
7/8/2022 8:13,Amazing app just wish we could go download the song is without fear premium,4,0
7/8/2022 8:11,"when I request for a particular album it won't play all the songs there it will just play like 5 in the albulm and start playing songs I didn't request for but of the same artist and also since I updated the app I if I search for a particular song I can't play it immediately I have too b listening to songs dat are of different artist or the same artist sometimes b4 it plays d requested song, I am tired of the app already.",1,0
7/8/2022 8:11,"Usually love Spotify, but for as long as I can remember the app randomly stops playing a song then anywhere from a few seconds to a few minutes I will start playing again... Does this at least 5-10 times per song.... Infuriating... Especially when you're having a sing along in the car and the song randomly stops playing... And you're not a great singer.... Please fix!",4,8
7/8/2022 8:05,I really love Spotify music,1,0
7/8/2022 8:04,"Whenever I make a playlist, that means I want to listen to the songs I put there. Not random songs that Spotify give me and don't even let me skip",1,0
7/8/2022 8:01,"Always loved spotify, I pay for the no ads subscription. My life without music would suck and spotify gives me the joy",5,0
7/8/2022 8:00,Great UI so far,2,0
7/8/2022 7:53,"Super buggy since the last update: doesnt show whats playing, pauses randomly, wont let me change podcast episodes, and to fix it i uninstall it and the problems come back within an episode or two. This needs to be fixed or ill have to switch to a different podcast service because its becoming unusable.",1,0
7/8/2022 7:50,Great app! Surprisingly Amazing!,5,0
7/8/2022 7:48,So manyyyy ads 😐😐,2,0
7/8/2022 7:46,Spotify is the best app i ever used i felt that spotify is connect with my soul and heart what ever my mood is spotify play that type of songs for me😍 i love spotify❤,4,0
7/8/2022 7:46,Honestly it's the worst music app that I've ever had on my phone it plays every song except yours you bacicaly have to have premium or you can't listen to your own songs,1,0
7/8/2022 7:42,too much advertising during listning songs 😬,1,0
7/8/2022 7:34,They are really good and they also have a premium plan for 4.99 I use the family plan spotify has every song you would like.,5,0
7/8/2022 7:32,Spotify is awesome,5,0
7/8/2022 7:28,Easy to use.. and all the song and artist is almost available.,5,0
7/8/2022 7:26,Good for listening on headphones!,4,0
7/8/2022 7:22,"Please change back the old insta story design, the new bold font design is so ugly. At least let us choose what design we want when sharing to insta story.",3,0
7/8/2022 7:22,"This last update completely destroyed the app. Why do you keep adding pointless things that aren't needed? It's breaking the foundation of the app. When I play music now, it doesn't show up at the bottom of the screen or on my lock screen, it's like I never even played the song. And then after 10 minutes it just cuts out for no reason and I have to go back to the app. I can't even listen to music for no reason. Sort it out",3,16
7/8/2022 7:18,Selections of songs & sounds crispy 👌,5,0
7/8/2022 7:18,"This app frustrated me to the point that I cried. I want a SPECIFIC song, and I click the song only to get fifty that I either hate, or are completely unrelated. I have to wait for hours to skip to that song because I'm not paying for premium. You should at least be able to pick a certain song in a playlist, and please get rid of the random bots messing with your playlist, it basically says ""your playlist is the worst"" to your face. I made the playlist to get a specific song dude, stop!",1,0
7/8/2022 7:14,"Omg this new update where everything is changed, I can't select a individual song off an album or any of my playlists. This update needs to be better or completely vanish",1,0
7/8/2022 7:09,"Love the app, only wish it had playback speed like YouTube has, a good few songs that I ha e sound a lot better at a certain speed. How this could get fixed in the next update please and thank you.",5,0
7/8/2022 7:06,I would love an option to rename playlists on android mobile,4,0
7/8/2022 7:02,I used to be able to make playlists and get previews of songs suggested me but they got rid of that like how am i supost to know what song it is seriously yall needa fix this because if it isnt fixed soon im going to use a diffrent app this is ridiculous,1,0
7/8/2022 6:58,Can't turn off shuffle,1,1
7/8/2022 6:44,Was great until a few weeks ago? Have used the app for years but now keeps crashing everytime I open on desktop? Have tried just about every suggestion available to fix - nothing helps. Am about to cancel my subscription.,1,0
7/8/2022 6:41,"Amazing, until hacked. But thats life I guess",5,0
7/8/2022 6:35,My player stopped working with the app I'll play a podcast and it stopped please fix asap,3,2
7/8/2022 6:35,Can't figure out how to sign in to my family plan and merge both Spotify's,3,0
7/8/2022 6:33,"the best music library streaming app ever. please DO NOT break it here we are, 2022. it's broken. the lyric engine/algorithm worked, now it's a laugh. lyrics incomplete and wrong...",1,0
7/8/2022 6:31,Great app! I can listen to deftones sure! Only problem which has just occurred for some reason is where it keeps playing random songs? Like I'm trying to play my Playlist and then after the top first song it plays another song that was never added to my liked songs? Never played it on spotify either. If this problem can be fixed please! And I mean please fix this!!,4,1
7/8/2022 6:29,"I have the premium version, I like it but when I'm conecting my JBL speaker the sound is interrupted and it's not great sounding",4,0
7/8/2022 6:27,"App stability is getting worse, happens across multiple devices very frustrating.",2,0
7/8/2022 6:23,Well I loved it at 1st... Then after trouble I had to contact you guys... 1 st few times was good then the last few times I was wondering if the folks I was talking to even had a clue... after being told twice I would have to manually download my whole list again I threatened to Terminate... Then decided to try one more time and was able to get all my songs back with ZERO HELP FROM YOUR TECH SUPPORT... I'm still in the fence about leaving...,3,0
7/8/2022 6:23,Best app for music .,5,0
7/8/2022 6:22,"I don't know if it's just me, but whenever I have another app open Spotify randomly stops, making me have to go to the app to get my music back, and whatever song it was on, even if it almost done, restarts. Other then that, spotify is great for listening to music, or podcasts!",4,1
7/8/2022 6:19,Once again Spotify isn't working properly. Sort it!,1,0
7/8/2022 6:14,The app has been VERY glitchy the last 2 days. A developer needs to look at it.,3,0
7/8/2022 6:04,Blank screen with Spotify logo is appearing and nothing is happening. Uninstalled and reinstalled it but it's the same nothing changed.,1,1
7/8/2022 6:03,"I love it. I can hear my music whenever I want to without interruptions. Thank you,for all you do.",5,0
7/8/2022 5:54,solid experience while using this app much appreciated!,5,0
7/8/2022 5:46,I'm going out with a knee problem but the most important thing is that the one I was thinking about you all day tomorrow so will have a great time and effort into it would have to do with a knee problem but the most important thing is that the one I was thinking about you all day tomorrow so will have a great time 5th and effort into it would have to do with a knee problem but the most important thing is is is is is is is is is is is that the one,5,0
7/8/2022 5:43,"Buggy as hell. Freezes after an ad. Clean install, cache and data clean cannot make it run. Of ypu cannot write an app that works, don't offer it.",1,0
7/8/2022 5:43,Nice relaxing app that keeps improving over time,4,0
7/8/2022 5:14,Excellent App. Very enjoyable,5,0
7/8/2022 5:11,Too many ads as compared to other music platforms..but yet again less than youtube 🙃🙃,5,0
7/8/2022 5:07,I'm having problem with purchasing. It can't be done via voucher. Fix it.,1,0
7/8/2022 5:05,3 weeks ago my Spotify all of the sudden stop playing. I emailed Spotify team about it. After 3 weeks my Spotify is back and working again,5,2
7/8/2022 5:00,I can't play the songs I select - no matter whether I uninstall or log out and log in again. Extremely frustrating.,1,0
7/8/2022 4:54,"The UI is super intuitive, the premium features are cool, it just great overall. The only thing keeping me from giving 5 stars is how it doesn't really pay artist well.",4,0
7/8/2022 4:50,First time user - thumbs up! Not sure what it can do yet.,5,0
7/8/2022 4:49,"I can't even open the app anymore. I've been trying to open it for the past two weeks. I tried to re-download it multiple times, but it still won't open for some reason.",1,1
7/8/2022 4:42,I am enjoying good music serious nice songs,5,0
7/8/2022 4:41,Good but without premium there is a lot of ads and I can't listen to the song I want,4,0
7/8/2022 4:34,Great app for old-fashioned listeners,5,0
7/8/2022 4:32,Highly refreshing entertainment... top notch tunes to the max,5,0
7/8/2022 4:30,This is the best app for listen music I was ever seen,5,0
